ID,Adresse,Bilder,Features,From,Grundgriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
83081657,"Bautzner Straße 24, Innere Neustadt, Dresden",11,[],Frau Mandy Kellner,False,,Wohnung,348 €,,51.06273,13.75356,Miete,01099,Dresden,Innere Neustadt,*** Schöne 1-Zimmerwohnung für Studenten***,"28,28 m²",1,False,f13cfd05-18de-3542-9b60-941de31c416b
83082942,"Striesen-Süd, Dresden",9,[Einbauküche], Nicole Jäckel        0351 31 44 17 11,True,,Wohnung,590 €,,,,Miete,01309,Dresden,Striesen-Süd,großzügige 2-Zimmer-Wohnung im Dachgeschoss mit schönem Blick,71 m²,2,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83085603,"Johannstadt-Nord, Dresden",7,[], Richert & Oertel Immobilien,True,,Wohnung,435 €,,,,Miete,01307,Dresden,Johannstadt-Nord,www.r-o.de +++ Dresden-Johannstadt - Große 2-Zimmerwohnung mit Einbauküche im Dachgeschoss,"72,8 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
83085992,"Boxberger Straße 2, Prohlis-Süd, Dresden",6,[Balkon/Terrasse],Frau Nicole Kurtze,False,,Wohnung,"427,46 €",,51.00664,13.80327,Miete,01239,Dresden,Prohlis-Süd,Kinder sind hier willkommen...,"64,28 m²",3,False,9807739d-cecd-371b-871a-385ce933d820
83087087,"Kipsdorfer Str.  145, Tolkewitz/Seidnitz-Nord, Dresden",12,"[Balkon/Terrasse, Garten]",Frau Andrea Weigel,True,,Wohnung,411 €,,51.03561,13.81232,Miete,01279,Dresden,Tolkewitz/Seidnitz-Nord,helle 3-Zi.Wohnung mit Balkon ,"59,62 m²",3,False,1928633b-0c2d-3d84-a257-674faea35ff4
83087294,"Kötzschenbroder Straße 180, Kaditz, Dresden",14,[Garten],Frau Andrea Weigel,True,,Wohnung,395 €,,51.08804,13.67974,Miete,01139,Dresden,Kaditz,3-Zimmer-Maisonettwohnung in Kaditz,"60,06 m²",3,False,1928633b-0c2d-3d84-a257-674faea35ff4
83087395,"Strehlen, Dresden",3,[], Susann Müller,True,,Wohnung,408 €,,,,Miete,01219,Dresden,Strehlen,2 Raum-Wohnung mit Loggia in Dresden-Strehlen zu mieten,60 m²,2,False,181a5f40-51b7-3ed1-a866-69fbbf3ba5f5
83087743,"Striesen-Ost, Dresden",12,[Garten],Frau Drawert,True,,Wohnung,550 €,,,,Miete,01309,Dresden,Striesen-Ost,Stilvoll wohnen in Dresden-Striesen,"70,5 m²",2,True,b82f4a4f-60be-39a9-b085-ce9b3d013d9f
83088160,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,299.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","130,5 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088173,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,319.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","126,84 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088189,"Eibenstocker Straße 113, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,280.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","108,56 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088195,"Eibenstocker Straße 113, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,269.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","112,08 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088202,"Eibenstocker Straße 113, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,267.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","112,08 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088215,"Eibenstocker Straße 113, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,270.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","108,56 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088226,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,299.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","129,19 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088234,"Eibenstocker Straße 109, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,259.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","108,06 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088241,"Eibenstocker Straße 109, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,272.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","112,09 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088266,"Eibenstocker Straße 107b, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,335.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,14 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088274,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,335.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","121,93 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088284,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,319.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","123,38 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088294,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,322.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","130,66 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088303,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,259.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR",117 m²,3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088309,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","121,87 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088317,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,298.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","136,74 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088334,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,309.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","123,82 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088340,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,339.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","159,53 m²",5,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088371,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,360.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,35 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088381,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,228.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","91,14 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088389,"Eibenstocker Straße 101, Gruna, Dresden",12,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,329.500 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","146,95 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088404,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,299.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","111,48 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088418,"Eibenstocker Straße 107b, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,335.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,45 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088425,"Eibenstocker Straße 107b, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,43 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088451,"Eibenstocker Straße 107b, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,299.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","110,87 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088463,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,339.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","158,87 m²",5,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088489,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","126,84 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088495,"Eibenstocker Straße 109, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,275.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","112,09 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088504,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,329.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","130,74 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088509,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,335.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,13 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088513,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,225.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","86,98 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088521,"Eibenstocker Straße 111, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,305.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","129,19 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088543,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,355.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,35 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088551,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,228.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","87,7 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088567,"Eibenstocker Straße 107b, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,299.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","111,48 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088591,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,339.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,32 m²",5,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088617,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,345.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,32 m²",5,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088626,"Eibenstocker Straße 113, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,272.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","108,56 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088635,"Eibenstocker Straße 109, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,269.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","112,09 m²",3,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088647,"Eibenstocker Straße 109, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,245.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","107,53 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088664,"Hepkestraße 119, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,312.000 €,51.03599,13.7958,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","123,32 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088694,"Hepkestraße 117, Tolkewitz/Seidnitz-Nord, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03418,13.80299,Kauf,01277,Dresden,Tolkewitz/Seidnitz-Nord,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","141,43 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088709,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,325.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","122,11 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088723,"Eibenstocker Straße 107a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,319.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","121,87 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088733,"Eibenstocker Straße 107, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,259.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","107,54 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088738,"Eibenstocker Straße 101, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,385.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","142,43 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088746,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,322.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","126,84 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088753,"Eibenstocker Straße 113, Gruna, Dresden",11,[Provisionsfrei*],Frau Alexandra Gärtner,True,,Wohnung,,135.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","63,97 m²",2,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088757,"Eibenstocker Straße 113a, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,329.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","126,93 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83088769,"Eibenstocker Straße 107, Gruna, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse]",Frau Alexandra Gärtner,True,,Wohnung,,275.000 €,51.03541,13.79975,Kauf,01277,Dresden,Gruna,"INFOTAG AM SAMSTAG, DEM 08.08. UND 15.08. VON 10-12 UHR","108,08 m²",4,False,cfcb7005-6734-3634-8d64-aafb6a7d08b4
83090885,"Cossebaude/Mobschatz/Oberwartha, Dresden",8,"[Balkon/Terrasse, Garten]", Team Verkauf und Vermietung,True,,Wohnung,440 €,,,,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,Gemütliche Neubau-Wohnung mit Balkon in grüner Stadtrandlage!,"62,44 m²",2,False,02b6a8f0-edd7-37cb-a743-8759b57ea77f
83092136,"Beethovenstr. 14, Seevorstadt-Ost, Dresden",8,[Balkon/Terrasse],Herr André Neubert,True,,Wohnung,"261,58 €",,51.03455,13.75539,Miete,01219,Dresden,Seevorstadt-Ost,Wohnen am Großen Garten,"36,08 m²",1,False,22d86cdd-0ff7-3dc3-8f51-9484f41643c3
83093064,"Blasewitz, Dresden",8,[Balkon/Terrasse], Nicole Jäckel        0351 31 44 17 11,False,,Wohnung,1.300 €,,,,Miete,01309,Dresden,Blasewitz,* exklusive Wohnung in bester Blasewitzer Lage mit 16m²-Terrasse *,111 m²,4,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83093144,"Blasewitz, Dresden",8,[Balkon/Terrasse], Nicole Jäckel        0351 31 44 17 11,True,,Wohnung,1.200 €,,,,Miete,01309,Dresden,Blasewitz,* exklusive Wohnung in bester Blasewitzer Lage mit zwei Balkonen *,"102,22 m²",4,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83093161,"Blasewitz, Dresden",8,[Balkon/Terrasse], Nicole Jäckel        0351 31 44 17 11,True,,Wohnung,1.900 €,,,,Miete,01309,Dresden,Blasewitz,* exklusive Wohnung in bester Blasewitzer Lage mit 45m²-Dachterrasse *,"159,4 m²",4,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83093176,"Blasewitz, Dresden",8,[Balkon/Terrasse], Nicole Jäckel        0351 31 44 17 11,True,,Wohnung,1.700 €,,,,Miete,01309,Dresden,Blasewitz,* exklusive Wohnung in bester Blasewitzer Lage mit 38m²-Dachterrasse *,"140,4 m²",4,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83093212,"Förstereistrasse -, Äußere Neustadt (Antonstadt), Dresden",2,[Balkon/Terrasse], Hr. Betzin 0172 - 353 11 31,True,,Wohnung,715 €,,51.06956,13.75126,Miete,01099,Dresden,Äußere Neustadt (Antonstadt),Super 3 Zimmer Wohnung mit Balkon.,"102,5 m²",3,False,cdc5ba47-f9ce-3248-8e21-4e4ba05eaf72
83093640,"Seidnitzer Str. 7, Pirnaische Vorstadt, Dresden",2,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,300 €,,51.04909,13.75058,Miete,01069,Dresden,Pirnaische Vorstadt,2 Zimmer mit Balkon in der Dresdner Innenstadt!,"46,1 m²",2,False,c046b743-8c52-376c-999f-371dc42cf575
83093641,"Amalie-Dietrich-Platz 8, Gorbitz-Süd, Dresden",5,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,180 €,,51.04342,13.67756,Miete,01169,Dresden,Gorbitz-Süd,WBS erforderlich,"26,21 m²",1,False,c046b743-8c52-376c-999f-371dc42cf575
83093642,"Hochschulstr. 2, Südvorstadt-Ost, Dresden",3,[], Vermietungsteam Dresden,True,,Wohnung,321 €,,51.03719,13.73427,Miete,01069,Dresden,Südvorstadt-Ost,"Frisch sanierte Wohnung - Besichtigungen am 12.08.2015, 10 Uhr !",48 m²,2,False,c046b743-8c52-376c-999f-371dc42cf575
83093645,"Blasewitzer Str. 36d, Johannstadt-Nord, Dresden",2,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,340 €,,51.05221,13.77428,Miete,01307,Dresden,Johannstadt-Nord,Schöne 3 Zimmerwohnung ab November 2015!,"63,68 m²",3,False,c046b743-8c52-376c-999f-371dc42cf575
83093649,"Karl-Laux-Str. 21, Leubnitz-Neuostra, Dresden",2,[Balkon/Terrasse], Vermietungsteam Dresden,True,,Wohnung,372 €,,51.01211,13.77447,Miete,01219,Dresden,Leubnitz-Neuostra,Gemütliche 4-RWE mit Balkon - ca. 77 m² in Dresden Leubnitz-Neuostra,"77,46 m²",4,False,c046b743-8c52-376c-999f-371dc42cf575
83093651,"Otto-Reinhold-Weg 8, Leubnitz-Neuostra, Dresden",2,[], Vermietungsteam Dresden,True,,Wohnung,147 €,,51.01251,13.77446,Miete,01219,Dresden,Leubnitz-Neuostra,GAGFAH GROUP - ca. 27 m² in Dresden-Leubnitz-Neuostra mit Torna (provisionsfrei),"26,56 m²",1,False,c046b743-8c52-376c-999f-371dc42cf575
83094508,"Löbtau-Nord, Dresden",12,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,387 €,,,,Miete,01159,Dresden,Löbtau-Nord,www.r-o.de +++ Eine gute Wahl - Helle 2-Zimmerwohnung mit offener Küche und Balkon,"47,09 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
83094528,"Löbtau-Nord, Dresden",12,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,478 €,,,,Miete,01159,Dresden,Löbtau-Nord,www.r-o.de +++ WG-geeignet - Super Aufteilung und gute Verkehrsanbindung,"56,22 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
83094530,"Löbtau-Nord, Dresden",12,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,404 €,,,,Miete,01159,Dresden,Löbtau-Nord,www.r-o.de +++ Moderne 2-Zimmerwohnung mit Balkon in super Uni-Lage,"47,47 m²",2,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
